activity_id,deal_id,rep_id,activity_type,activity_date,duration_mins,outcome,notes
A000383,D01037,R002,Email,2023-06-23,120,Neutral,Stakeholder meeting set
A000384,D01125,R001,Meeting,2024-10-22,120,Positive,Decision deferred
A000385,D00929,R004,Proposal Sent,2023-08-07,90,Positive,Budget approved
A000386,D00523,R001,Meeting,2024-06-29,30,No Response,Follow up scheduled
A000387,D00431,R003,Email,2023-12-11,90,Negative,Follow up scheduled
A000388,D00793,R005,Demo,2024-12-15,90,Negative,Sent pricing deck
A000389,D00533,R003,Meeting,2024-10-02,45,Positive,Awaiting legal review
A000390,D00979,R003,Demo,2023-10-14,30,Neutral,Sent pricing deck
A000391,D00810,R001,Email,2024-12-09,120,Neutral,
A000392,D00913,R002,Email,2023-08-22,45,Positive,Champion confirmed
A000393,D01125,R001,Follow-up,2024-10-12,45,Positive,Budget approved
A000394,D00871,R001,Proposal Sent,2024-09-07,45,No Response,Champion confirmed
A000395,D00540,R003,Follow-up,2023-09-11,90,Positive,Sent pricing deck
A000396,D01024,R005,Proposal Sent,2024-08-16,15,Neutral,Awaiting legal review
A000397,D00227,R002,Call,2023-04-08,120,Negative,Champion confirmed
A000398,D00873,R004,Demo,2023-03-14,90,Neutral,Budget approved
A000399,D00892,R005,Follow-up,2024-10-21,60,Neutral,Follow up scheduled
A000400,D01037,R002,Meeting,2023-04-23,45,Positive,Stakeholder meeting set
A000401,D00210,R002,Meeting,2024-07-02,45,Neutral,Champion confirmed
A000402,D00741,R001,Call,2023-07-04,120,Positive,Awaiting legal review
A000403,D00397,R004,Call,2024-05-20,15,No Response,
A000404,D01124,R005,Demo,2024-11-27,15,Neutral,Follow up scheduled
A000405,D00031,R004,Meeting,2023-05-10,60,Positive,
A000406,D00898,R005,Proposal Sent,2023-03-02,30,Positive,Sent pricing deck
A000407,D00649,R004,Follow-up,2023-04-17,90,Positive,Budget approved
A000408,D00329,R002,Call,2023-09-29,15,Positive,Decision deferred
A000409,D01190,R004,Meeting,2024-12-20,60,Positive,Stakeholder meeting set
A000410,D00952,R003,Demo,2023-08-31,90,Positive,Follow up scheduled
A000411,D01124,R005,Call,2024-12-02,60,Positive,Sent pricing deck
A000412,D00621,R003,Proposal Sent,2023-10-13,120,Neutral,Budget approved
A000413,D01197,R001,Follow-up,2023-06-17,120,No Response,Decision deferred
A000414,D00162,R004,Demo,2024-03-06,30,Neutral,
A000415,D00776,R002,Email,2024-06-20,60,Neutral,Budget approved
A000416,D00274,R002,Follow-up,2023-04-11,45,Positive,Follow up scheduled
A000417,D01027,R002,Proposal Sent,2024-12-26,120,No Response,Decision deferred
A000418,D01052,R005,Follow-up,2023-07-06,30,Positive,Sent pricing deck
A000419,D00326,R003,Meeting,2024-10-17,120,Positive,Stakeholder meeting set
A000420,D00940,R003,Proposal Sent,2024-12-19,45,Neutral,
A000421,D01173,R005,Meeting,2024-01-21,60,Positive,Awaiting legal review
A000422,D00540,R003,Call,2023-07-19,45,Negative,Awaiting legal review
A000423,D00488,R001,Email,2024-08-12,45,Positive,Follow up scheduled
A000424,D00822,R001,Follow-up,2024-11-09,60,Positive,Budget approved
A000425,D01089,R005,Call,2024-05-25,45,Neutral,
A000426,D00356,R002,Call,2024-06-16,60,Neutral,Follow up scheduled
A000427,D00235,R002,Email,2023-11-29,60,Positive,Awaiting legal review
A000428,D00227,R002,Call,2023-04-08,60,Negative,Stakeholder meeting set
A000429,D00049,R003,Call,2024-05-06,120,Neutral,Sent pricing deck
A000430,D00118,R005,Follow-up,2024-08-16,60,Positive,Follow up scheduled
A000431,D00054,R001,Proposal Sent,2023-07-14,90,Positive,Champion confirmed
A000432,D00565,R001,Email,2023-12-06,90,Positive,Decision deferred
A000433,D01068,R003,Follow-up,2024-10-19,30,Neutral,Decision deferred
A000434,D00053,R003,Call,2023-07-02,15,Neutral,Stakeholder meeting set
A000435,D00558,R005,Follow-up,2024-02-07,30,Negative,
A000436,D01126,R005,Demo,2024-10-29,90,Neutral,Stakeholder meeting set
A000437,D00868,R005,Email,2024-12-23,90,Neutral,Decision deferred
A000438,D00398,R002,Email,2023-03-07,15,Neutral,Awaiting legal review
A000439,D01162,R001,Call,2023-06-25,60,Positive,
A000440,D00675,R003,Demo,2024-08-07,120,Positive,Budget approved
A000441,D00387,R001,Proposal Sent,2024-06-05,30,Positive,Budget approved
A000442,D00111,R001,Proposal Sent,2024-08-30,90,Positive,Budget approved
A000443,D00614,R001,Demo,2023-08-17,30,Neutral,Sent pricing deck
A000444,D00017,R005,Follow-up,2024-11-28,90,Positive,Awaiting legal review
A000445,D00884,R005,Follow-up,2024-11-10,45,Neutral,Budget approved
A000446,D00541,R005,Demo,2024-02-22,45,Positive,Awaiting legal review
A000447,D00171,R002,Call,2023-01-28,90,Negative,Stakeholder meeting set
A000448,D00409,R004,Email,2024-10-22,60,Neutral,Follow up scheduled
A000449,D00740,R002,Follow-up,2024-01-18,60,Positive,Champion confirmed
A000450,D00858,R002,Meeting,2024-12-09,15,Negative,Decision deferred
A000451,D00230,R001,Proposal Sent,2024-02-21,60,Positive,Follow up scheduled
A000452,D00119,R003,Meeting,2023-12-09,120,Positive,Awaiting legal review
A000453,D01180,R004,Meeting,2023-09-24,15,Positive,Stakeholder meeting set
A000454,D00784,R001,Email,2024-05-09,45,Neutral,Follow up scheduled
A000455,D00465,R003,Demo,2024-05-19,30,Neutral,Sent pricing deck
A000456,D00104,R001,Call,2024-08-16,120,Negative,Sent pricing deck
A000457,D00698,R001,Meeting,2023-02-28,15,Positive,Follow up scheduled
A000458,D00175,R005,Proposal Sent,2023-09-08,60,Neutral,Stakeholder meeting set
A000459,D00745,R001,Call,2024-08-24,45,Positive,Champion confirmed
A000460,D01158,R005,Proposal Sent,2023-08-26,45,Positive,Budget approved
A000461,D00665,R002,Follow-up,2023-10-23,60,No Response,Stakeholder meeting set
A000462,D00033,R004,Email,2023-02-24,120,Negative,
A000463,D00055,R002,Email,2024-02-06,45,Negative,Sent pricing deck
A000464,D00519,R002,Follow-up,2023-11-27,15,Negative,Awaiting legal review
A000465,D00756,R002,Follow-up,2023-06-06,45,Negative,Awaiting legal review
A000466,D00012,R004,Call,2024-09-23,60,Positive,Sent pricing deck
A000467,D00720,R003,Call,2023-12-11,30,No Response,
A000468,D00555,R005,Follow-up,2023-03-06,120,Neutral,Awaiting legal review
A000469,D00373,R002,Email,2024-12-23,45,Neutral,Follow up scheduled
A000470,D00484,R005,Call,2024-11-11,30,No Response,
A000471,D00973,R005,Meeting,2024-01-03,120,Positive,Budget approved
A000472,D00623,R003,Email,2023-03-21,120,Positive,Decision deferred
A000473,D00307,R003,Email,2024-01-04,90,Positive,
A000474,D00457,R005,Call,2024-12-24,30,No Response,Decision deferred
A000475,D00160,R002,Follow-up,2024-12-28,90,Neutral,Champion confirmed
A000476,D00331,R001,Call,2024-12-17,90,No Response,Awaiting legal review
A000477,D00776,R002,Demo,2024-05-02,15,Positive,Decision deferred
A000478,D00225,R005,Call,2023-08-25,30,Negative,
A000479,D00983,R001,Proposal Sent,2023-04-20,90,Neutral,Budget approved
A000480,D00729,R003,Meeting,2023-02-03,60,No Response,Decision deferred
A000481,D01069,R005,Follow-up,2023-05-22,90,No Response,Decision deferred
A000482,D01083,R001,Call,2023-05-10,30,Neutral,Follow up scheduled
A000483,D00644,R004,Email,2023-06-30,45,Neutral,Follow up scheduled
A000484,D00616,R003,Meeting,2024-04-07,90,Positive,Decision deferred
A000485,D00195,R002,Demo,2024-09-16,45,Positive,Budget approved
A000486,D00489,R005,Follow-up,2023-06-08,15,Neutral,Decision deferred
A000487,D00157,R002,Proposal Sent,2023-10-15,15,Negative,
A000488,D00610,R004,Demo,2024-04-25,15,Positive,Budget approved
A000489,D00412,R002,Demo,2023-04-25,30,No Response,Follow up scheduled
A000490,D01103,R002,Meeting,2023-05-06,45,Neutral,Sent pricing deck
A000491,D01148,R004,Proposal Sent,2024-03-19,30,Positive,Follow up scheduled
A000492,D00471,R002,Meeting,2024-05-27,45,No Response,Champion confirmed
A000493,D00516,R001,Call,2024-12-17,30,Negative,Awaiting legal review
A000494,D01128,R003,Follow-up,2023-08-16,30,No Response,
A000495,D00393,R004,Meeting,2023-10-24,60,Positive,Sent pricing deck
A000496,D00631,R005,Follow-up,2024-03-25,90,Neutral,Follow up scheduled
A000497,D00608,R003,Meeting,2024-10-30,45,Negative,Follow up scheduled
A000498,D00980,R001,Meeting,2023-05-02,15,Positive,Stakeholder meeting set
A000499,D00434,R001,Call,2023-04-05,60,Negative,Stakeholder meeting set
A000500,D01167,R001,Demo,2023-04-12,30,Neutral,Budget approved
A000501,D00540,R003,Follow-up,2023-07-13,45,Positive,Follow up scheduled
A000502,D00278,R002,Meeting,2023-08-13,120,Positive,Follow up scheduled
A000503,D00233,R001,Meeting,2023-10-02,45,Positive,Awaiting legal review
A000504,D01114,R001,Demo,2024-08-02,90,Positive,
A000505,D00362,R001,Call,2023-10-02,45,Neutral,Follow up scheduled
A000506,D00026,R003,Meeting,2023-12-21,30,Positive,Follow up scheduled
A000507,D01049,R001,Follow-up,2024-07-27,60,Positive,Stakeholder meeting set
A000508,D00507,R004,Meeting,2023-04-09,45,No Response,Sent pricing deck
A000509,D00267,R005,Proposal Sent,2024-12-31,60,Positive,
A000510,D00461,R001,Proposal Sent,2024-09-06,30,Positive,Champion confirmed
A000511,D00456,R003,Follow-up,2024-12-21,90,Negative,Budget approved
A000512,D01092,R003,Proposal Sent,2024-10-26,15,Positive,Awaiting legal review
A000513,D01007,R004,Proposal Sent,2023-09-23,120,Neutral,Stakeholder meeting set
A000514,D00863,R004,Demo,2023-05-22,15,No Response,Champion confirmed
A000515,D00491,R005,Meeting,2023-08-04,60,Positive,Decision deferred
A000516,D01073,R003,Follow-up,2023-12-19,30,No Response,Budget approved
A000517,D00564,R004,Email,2024-12-05,30,Positive,Sent pricing deck
A000518,D01126,R005,Email,2024-10-17,45,Neutral,Stakeholder meeting set
A000519,D00216,R001,Demo,2024-09-23,15,Positive,Sent pricing deck
A000520,D00559,R001,Follow-up,2023-10-16,60,Neutral,Decision deferred
A000521,D00159,R005,Call,2023-10-11,90,No Response,Budget approved
A000522,D00489,R005,Meeting,2023-08-04,45,Positive,Decision deferred
A000523,D00686,R001,Meeting,2024-12-30,120,Neutral,
A000524,D00794,R002,Proposal Sent,2023-11-23,90,Neutral,Decision deferred
A000525,D00005,R005,Meeting,2024-12-18,90,Neutral,
A000526,D00361,R003,Demo,2023-04-13,120,Neutral,Budget approved
A000527,D00459,R002,Meeting,2023-07-22,90,Positive,Sent pricing deck
A000528,D00248,R002,Call,2024-03-01,120,Negative,Stakeholder meeting set
A000529,D00946,R003,Demo,2024-05-19,60,Negative,Budget approved
A000530,D00422,R005,Email,2023-12-18,120,Positive,Awaiting legal review
A000531,D00015,R004,Proposal Sent,2024-12-20,45,Neutral,Awaiting legal review
A000532,D00736,R005,Follow-up,2023-03-26,90,Positive,Follow up scheduled
A000533,D01146,R004,Proposal Sent,2024-08-17,60,Positive,Awaiting legal review
A000534,D00277,R003,Email,2024-10-26,15,Negative,Follow up scheduled
A000535,D00453,R001,Call,2023-12-30,60,Positive,Awaiting legal review
A000536,D00598,R005,Email,2023-10-10,15,Neutral,Stakeholder meeting set
A000537,D00446,R003,Demo,2024-10-31,120,Neutral,Awaiting legal review
A000538,D00210,R002,Demo,2024-07-26,60,Neutral,Awaiting legal review
A000539,D00714,R001,Demo,2024-10-11,45,No Response,Stakeholder meeting set
A000540,D00302,R005,Call,2024-08-20,45,Neutral,Budget approved
A000541,D00003,R002,Email,2023-05-04,15,Positive,
A000542,D00990,R002,Proposal Sent,2023-10-02,60,Negative,Decision deferred
A000543,D01117,R005,Follow-up,2023-02-19,15,Positive,Awaiting legal review
A000544,D00520,R004,Demo,2024-05-07,45,Positive,Decision deferred
A000545,D00493,R001,Demo,2023-06-20,45,Positive,
A000546,D00620,R005,Demo,2023-06-18,15,Positive,Champion confirmed
A000547,D01185,R003,Proposal Sent,2024-11-08,60,No Response,Awaiting legal review
A000548,D00331,R001,Proposal Sent,2024-12-13,30,Negative,
A000549,D00333,R004,Email,2024-07-10,120,Positive,Follow up scheduled
A000550,D00050,R001,Meeting,2023-02-25,30,Positive,Budget approved
A000551,D00863,R004,Demo,2023-05-21,30,No Response,Awaiting legal review
A000552,D00272,R001,Call,2024-08-25,15,Negative,Stakeholder meeting set
A000553,D00580,R001,Email,2024-03-18,90,Neutral,Champion confirmed
A000554,D00560,R001,Proposal Sent,2023-07-07,45,Negative,Champion confirmed
A000555,D00696,R001,Follow-up,2024-02-10,90,Positive,Awaiting legal review
A000556,D01114,R001,Email,2024-08-23,90,Neutral,
A000557,D00446,R003,Proposal Sent,2024-10-27,60,Positive,Budget approved
A000558,D01017,R001,Call,2024-01-16,90,Positive,Champion confirmed
A000559,D01163,R002,Meeting,2023-03-02,90,Positive,Follow up scheduled
A000560,D00357,R003,Demo,2024-12-04,15,Neutral,Stakeholder meeting set
A000561,D00274,R002,Meeting,2023-05-31,120,Neutral,Follow up scheduled
A000562,D01043,R001,Demo,2024-09-06,60,Neutral,Champion confirmed
A000563,D00311,R003,Demo,2024-02-17,120,Positive,Stakeholder meeting set
A000564,D00870,R005,Follow-up,2024-12-27,90,Positive,Awaiting legal review
A000565,D00886,R003,Call,2023-10-27,120,Neutral,Budget approved
A000566,D00154,R002,Follow-up,2023-02-21,15,Negative,Sent pricing deck
A000567,D00620,R005,Proposal Sent,2023-04-05,90,No Response,Decision deferred
A000568,D00883,R002,Proposal Sent,2024-04-23,45,Neutral,Follow up scheduled
A000569,D00797,R002,Call,2023-10-17,45,Positive,Champion confirmed
A000570,D00125,R001,Proposal Sent,2024-01-06,120,Neutral,
A000571,D00619,R004,Demo,2024-02-15,90,Neutral,Stakeholder meeting set
A000572,D00245,R005,Demo,2024-05-22,15,Neutral,Sent pricing deck
A000573,D00848,R004,Meeting,2023-11-12,120,Positive,Decision deferred
A000574,D00450,R002,Email,2024-09-17,90,Neutral,Decision deferred
A000575,D00930,R003,Proposal Sent,2023-06-08,45,Negative,Awaiting legal review
A000576,D00520,R004,Proposal Sent,2024-06-17,45,Positive,Awaiting legal review
A000577,D01165,R004,Call,2024-04-29,120,Negative,Decision deferred
A000578,D00362,R001,Meeting,2023-12-02,15,Negative,Stakeholder meeting set
A000579,D00008,R005,Proposal Sent,2023-05-18,60,Negative,Budget approved
A000580,D00478,R002,Meeting,2024-04-16,60,Negative,Budget approved
A000581,D00495,R004,Proposal Sent,2024-08-18,30,Positive,
A000582,D00833,R005,Follow-up,2024-10-03,15,Positive,Decision deferred
A000583,D01063,R001,Proposal Sent,2024-10-13,30,Neutral,Sent pricing deck
A000584,D00593,R001,Email,2023-06-10,90,No Response,Sent pricing deck
A000585,D00187,R003,Proposal Sent,2023-08-29,90,Positive,Decision deferred
A000586,D00754,R002,Meeting,2023-04-25,45,Negative,Budget approved
A000587,D00093,R005,Proposal Sent,2024-03-18,90,Neutral,Follow up scheduled
A000588,D00086,R005,Meeting,2024-01-28,30,Positive,
A000589,D01068,R003,Call,2024-10-30,120,Neutral,
A000590,D00137,R002,Proposal Sent,2023-03-21,90,Positive,Decision deferred
A000591,D00421,R005,Call,2024-05-30,30,Neutral,Follow up scheduled
A000592,D00074,R005,Follow-up,2023-11-29,60,Positive,Budget approved
A000593,D01180,R004,Follow-up,2023-09-20,90,Neutral,
A000594,D00171,R002,Follow-up,2023-01-15,90,Positive,
A000595,D00170,R003,Proposal Sent,2024-12-28,45,Negative,Sent pricing deck
A000596,D00872,R004,Meeting,2023-12-25,60,Neutral,Stakeholder meeting set
A000597,D00322,R004,Proposal Sent,2023-05-20,90,Positive,Follow up scheduled
A000598,D00456,R003,Follow-up,2024-12-16,30,Neutral,Sent pricing deck
A000599,D00944,R003,Proposal Sent,2024-12-13,15,Positive,Follow up scheduled
A000600,D00790,R003,Proposal Sent,2023-08-10,45,Positive,Awaiting legal review
A000601,D00613,R005,Meeting,2024-11-06,90,Positive,Budget approved
A000602,D01179,R005,Proposal Sent,2024-11-12,60,Neutral,Follow up scheduled
A000603,D00889,R003,Call,2024-06-13,15,Neutral,Awaiting legal review
A000604,D00349,R004,Call,2023-04-12,30,Neutral,Sent pricing deck
A000605,D01197,R001,Email,2023-05-13,120,Negative,Follow up scheduled
A000606,D00010,R004,Demo,2023-03-23,120,Positive,Sent pricing deck
A000607,D00740,R002,Proposal Sent,2023-12-28,120,Negative,Awaiting legal review
A000608,D00667,R001,Follow-up,2024-04-29,15,Neutral,Decision deferred
A000609,D00546,R002,Email,2024-03-10,120,Negative,Follow up scheduled
A000610,D00129,R005,Meeting,2023-12-07,60,Negative,Follow up scheduled
A000611,D00601,R004,Email,2024-12-06,60,Neutral,Champion confirmed
A000612,D00605,R002,Call,2024-08-02,90,Neutral,Awaiting legal review
A000613,D00327,R005,Proposal Sent,2023-12-30,30,Positive,Awaiting legal review
A000614,D00980,R001,Demo,2023-03-29,90,No Response,Follow up scheduled
A000615,D00404,R002,Follow-up,2024-04-16,45,Positive,
A000616,D00629,R002,Meeting,2024-09-01,90,Neutral,Champion confirmed
A000617,D00718,R003,Demo,2024-12-25,45,Neutral,Follow up scheduled
A000618,D01041,R003,Meeting,2023-09-03,60,Positive,Sent pricing deck
A000619,D00274,R002,Call,2023-06-02,120,No Response,Champion confirmed
A000620,D00685,R002,Demo,2023-01-15,45,Positive,Follow up scheduled
A000621,D00116,R005,Demo,2024-05-15,60,Neutral,Follow up scheduled
A000622,D00861,R002,Call,2024-11-30,120,Positive,
A000623,D00693,R003,Proposal Sent,2023-03-27,120,No Response,Champion confirmed
A000624,D01115,R003,Demo,2024-08-13,120,Negative,Budget approved
A000625,D01106,R005,Demo,2024-03-02,45,No Response,Champion confirmed
A000626,D00324,R005,Email,2023-05-16,45,Positive,
A000627,D00961,R001,Follow-up,2023-10-13,120,Positive,Decision deferred
A000628,D00114,R002,Follow-up,2024-11-15,45,No Response,Champion confirmed
A000629,D01082,R001,Proposal Sent,2024-12-10,60,Positive,Awaiting legal review
A000630,D00154,R002,Proposal Sent,2023-05-18,90,Positive,Follow up scheduled
A000631,D00315,R002,Follow-up,2023-08-07,60,No Response,
A000632,D01065,R002,Proposal Sent,2024-12-24,15,No Response,Decision deferred
A000633,D00105,R003,Follow-up,2023-08-08,45,Negative,Budget approved
A000634,D00354,R005,Meeting,2024-06-13,90,Positive,Awaiting legal review
A000635,D01016,R001,Proposal Sent,2023-10-14,45,Positive,Champion confirmed
A000636,D00733,R005,Meeting,2024-04-16,120,No Response,Budget approved
A000637,D00709,R002,Email,2023-12-28,15,Neutral,Decision deferred
A000638,D00651,R002,Demo,2023-09-07,60,Positive,
A000639,D00824,R001,Follow-up,2023-04-12,30,No Response,Stakeholder meeting set
A000640,D00947,R005,Meeting,2024-10-30,45,Neutral,Decision deferred
A000641,D00661,R003,Follow-up,2024-02-18,120,Positive,
A000642,D00099,R005,Email,2024-01-18,90,Positive,Champion confirmed
A000643,D00588,R004,Email,2024-09-11,30,Neutral,Sent pricing deck
A000644,D00282,R001,Proposal Sent,2023-05-08,45,No Response,Budget approved
A000645,D00403,R004,Call,2024-11-21,30,Positive,Budget approved
A000646,D01133,R002,Meeting,2024-02-16,120,Positive,Stakeholder meeting set
A000647,D00700,R002,Follow-up,2024-10-23,45,Neutral,Awaiting legal review
A000648,D00199,R002,Meeting,2023-10-24,15,No Response,Champion confirmed
A000649,D00327,R005,Demo,2023-11-28,60,Negative,Budget approved
A000650,D00154,R002,Call,2023-03-24,120,Positive,Stakeholder meeting set
A000651,D00552,R005,Demo,2023-06-04,120,Positive,
A000652,D00405,R001,Follow-up,2023-07-16,90,Positive,Sent pricing deck
A000653,D00462,R005,Email,2024-06-14,45,Positive,Decision deferred
A000654,D00132,R005,Call,2023-06-01,15,Neutral,Sent pricing deck
A000655,D00791,R003,Proposal Sent,2024-11-26,90,Positive,Budget approved
A000656,D00874,R004,Email,2024-03-03,30,Negative,Budget approved
A000657,D00084,R004,Demo,2023-11-13,120,Neutral,Follow up scheduled
